"""HSCIC.2.2NumerTotalCostResiAndNursing""","""HSCIC.2.2DenomTotalWeeksSupportedResiAndNursing""","""HSCIC.2.2UnitCostWeeklySpendPerPersonResiAndNursing""","""HSCIC.2.2ANumerTotalCostResiNursingLessIncome""","""HSCIC.2.2ADenomTotalWeeksSupportedResiNursingExcS256""","""HSCIC.2.2AUnitCostWeeklySpendPerPersonResiNursingExcS256""","""HSCIC.2.3NumerTotalCostNursing""","""HSCIC.2.3DenomTotalWeeksSupportedNursing""","""HSCIC.2.3UnitCostWeeklySpendPerPersonNursing""","""HSCIC.2.4NumerTotalCostResi""","""HSCIC.2.4DenomTotalWeeksSupportedResi""","""HSCIC.2.4UnitCostWeeklySpendPerPersonResi""","""HSCIC.2.5NumerTotalCostResiOwnProvision""","""HSCIC.2.5DenomTotalWeeksSupportedResiOwnProvision""","""HSCIC.2.5UnitCostWeeklySpendPerPersonResiOwnProvision""","""HSCIC.2.6NumerTotalCostResiProvidedByOthers""","""HSCIC.2.6DenomTotalWeeksSupportedResiProvidedByOthers""","""HSCIC.2.6UnitCostWeeklySpendPerPersonResiProvidedByOthers""","""HSCIC.2.26NumerTotalCostHomeCare""","""HSCIC.2.26DenomOlderPeopleReceivingHomeCare""","""HSCIC.2.26UnitCostWeeklySpendPerPersonHomeCare""","""HSCIC.2.44NumerTotalCostDayCare""","""HSCIC.2.44DenomAvgClientsPerWeekDayCare""","""HSCIC.2.44UnitCostWeeklySpendPerPersonDayCare""","""HSCIC.2.31NumerTotalCostDirectPayments""","""HSCIC.2.31DenomOlderPeopleReceivingDirectPayments""","""HSCIC.2.31UnitCostWeeklySpendPerPersonDirectPayments""","""HSCIC.2.34ANumerTotalCostDayCare""","""HSCIC.2.34ADenomAvgClientsPerWeekDayCare""","""HSCIC.2.34AUnitCostWeeklySpendPerPersonDayCare""","""HSCIC.2.35NumerTotalCostDayCareOwnProvision""","""HSCIC.2.35DenomAvgClientsPerWeekDayCareOwnProvision""","""HSCIC.2.35UnitCostWeeklySpendPerPersonDayCareOwnProvision""","""HSCIC.2.36NumerTotalCostDayCareProvidedByOthers""","""HSCIC.2.36DenomTotalCostDayCareProvidedByOthers""","""HSCIC.2.36UnitCostWeeklySpendPerPersonDayCareProvidedByOthers""","""HSCIC.2.56NumerTotalCostProvidingMeals""","""HSCIC.2.56DenomNumberReceivingMeals""","""HSCIC.2.56AvgWeeklySpendPerPersonMeals""","""HSCICMaster.HSCIC.Year""","""HSCICMaster.ONS.LA.Code""","""HSCICMaster.ONS.LA.Name""",HSCICMaster.Inflation
20125.16844,44264,454.6561034,20117.19401,44264,454.4282628,2554.094172,5620,454.4282628,17571.07427,38644,454.6561034,0,0,NA,17571.07427,38644,454.6561034,10472.69747,910,221.5750742,1078.825683,115,180.4498291,1265.655051,120,204.4870222,1078.825683,215,95.57917083,400.9996202,25,308.4962987,677.8260625,190,67.8965266,0,0,NA,2025-26,E08000016,Barnsley,0.0161
20455.2212,44264,462.1124635,20447.116,44264,461.8808863,2595.981316,5620,461.8808863,17859.23988,38644,462.1124635,0,0,NA,17859.23988,38644,462.1124635,10644.44971,910,225.2089054,1096.518424,115,183.4092063,1286.411794,120,207.8406094,1096.518424,215,97.14666923,407.576014,25,313.555638,688.9424099,190,69.01002963,0,0,NA,2026-27,E08000016,Barnsley,0.0164
20792.73235,44264,469.7373192,20784.49341,44264,469.5019209,2638.815008,5620,469.5019209,18153.91734,38644,469.7373192,0,0,NA,18153.91734,38644,469.7373192,10820.08313,910,228.9248524,1114.610978,115,186.4354582,1307.637589,120,211.2699794,1114.610978,215,98.74958928,414.3010182,25,318.729306,700.3099597,190,70.14869512,0,0,NA,2027-28,E08000016,Barnsley,0.0165
21139.97098,44264,477.5819324,21131.59445,44264,477.342603,2682.883218,5620,477.342603,18457.08776,38644,477.5819324,0,0,NA,18457.08776,38644,477.5819324,11000.77851,910,232.7478974,1133.224981,115,189.5489303,1329.475136,120,214.7981881,1133.224981,215,100.3987074,421.2198452,25,324.0520854,712.005136,190,71.32017833,0,0,NA,2028-29,E08000016,Barnsley,0.0167
21495.12249,44264,485.6053089,21486.60524,44264,485.3619587,2727.955657,5620,485.3619587,18767.16684,38644,485.6053089,0,0,NA,18767.16684,38644,485.6053089,11185.59159,910,236.6580621,1152.263161,115,192.7333524,1351.810319,120,218.4067977,1152.263161,215,102.0854057,428.2963386,25,329.4961605,723.9668223,190,72.51835733,0,0,NA,2029-30,E08000016,Barnsley,0.0168
21856.24055,44264,493.7634781,21847.5802,44264,493.5160396,2773.785312,5620,493.5160396,19082.45524,38644,493.7634781,0,0,NA,19082.45524,38644,493.7634781,11373.50953,910,240.6339175,1171.621182,115,195.9712727,1374.520732,120,222.0760319,1171.621182,215,103.8004405,435.4917171,25,335.031696,736.1294649,190,73.73666573,0,0,NA,2030-31,E08000016,Barnsley,0.0168
22225.61102,44264,502.1080809,22216.80431,44264,501.8564607,2820.662283,5620,501.8564607,19404.94873,38644,502.1080809,0,0,NA,19404.94873,38644,502.1080809,11565.72184,910,244.7006307,1191.42158,115,199.2831872,1397.750132,120,225.8291168,1191.42158,215,105.554668,442.8515271,25,340.6937316,748.5700529,190,74.98281538,0,0,NA,2031-32,E08000016,Barnsley,0.0169
22603.4464,44264,510.6439182,22594.48998,44264,510.3880205,2868.613542,5620,510.3880205,19734.83286,38644,510.6439182,0,0,NA,19734.83286,38644,510.6439182,11762.33911,910,248.8605415,1211.675747,115,202.6710014,1421.511885,120,229.6682118,1211.675747,215,107.3490973,450.3800031,25,346.4855251,761.2957438,190,76.25752324,0,0,NA,2032-33,E08000016,Barnsley,0.017
22987.70499,44264,519.3248648,22978.59631,44264,519.0646169,2917.379972,5620,519.0646169,20070.32502,38644,519.3248648,0,0,NA,20070.32502,38644,519.3248648,11962.29888,910,253.0911707,1232.274235,115,206.1164084,1445.677587,120,233.5725714,1232.274235,215,109.174032,458.0364631,25,352.375779,774.2377714,190,77.55390114,0,0,NA,2033-34,E08000016,Barnsley,0.017
23378.49598,44264,528.1533875,23369.23245,44264,527.8887153,2966.975432,5620,527.8887153,20411.52054,38644,528.1533875,0,0,NA,20411.52054,38644,528.1533875,12165.65796,910,257.3937206,1253.222897,115,209.6203873,1470.254106,120,237.5433051,1253.222897,215,111.0299905,465.823083,25,358.3661672,787.3998136,190,78.87231746,0,0,NA,2034-35,E08000016,Barnsley,0.017
23775.93041,44264,537.1319951,23766.5094,44264,536.8628235,3017.414014,5620,536.8628235,20758.51639,38644,537.1319951,0,0,NA,20758.51639,38644,537.1319951,12372.47414,910,261.7694138,1274.527686,115,213.1839339,1495.248425,120,241.5815413,1274.527686,215,112.9175004,473.7420754,25,364.4583921,800.7856104,190,80.21314686,0,0,NA,2035-36,E08000016,Barnsley,0.017
24182.49882,44264,546.3169522,24172.91671,44264,546.0431778,3069.011794,5620,546.0431778,21113.48702,38644,546.3169522,0,0,NA,21113.48702,38644,546.3169522,12584.04345,910,266.2456708,1296.322109,115,216.8293792,1520.817174,120,245.7125856,1296.322109,215,114.8483896,481.8430649,25,370.6906306,814.4790443,190,81.58479167,0,0,NA,2036-37,E08000016,Barnsley,0.0171
21279,35846,593.6,21152,35569,594.7,9692,19377,500.2,11587,16469,703.6,2235,0,NA,9352,16469,567.9,7534,580,248.9,70,50,26.9,1001,95,207,70,60,23.2,0,0,NA,70,60,23.2,119,190,12.2,2012-13,E06000022,Bath and North East Somerset,1
24069,37720,638.1,23330,37437,623.2,11223,20636,543.8,12846,17084,751.9,0,0,NA,12846,17084,751.9,4937,540,176.5,98,45,40.1,1440,95,285.5,98,45,41.9,0,0,NA,98,45,41.9,106,160,12.8,2013-14,E06000022,Bath and North East Somerset,1
24049.7448,37720,637.58952,23311.336,37437,622.70144,11214.0216,20636,543.36496,12835.7232,17084,751.29848,0,0,NA,12835.7232,17084,751.29848,4933.0504,540,176.3588,97.9216,45,40.06792,1438.848,95,285.2716,97.9216,45,41.86648,0,0,NA,97.9216,45,41.86648,105.9152,160,12.78976,2014-15,E06000022,Bath and North East Somerset,-0.0008
24131.51393,37720,639.7573244,23390.59454,37437,624.8186249,11252.14927,20636,545.2124009,12879.36466,17084,753.8528948,0,0,NA,12879.36466,17084,753.8528948,4949.822771,540,176.9584199,98.25453344,45,40.20415093,1443.740083,95,286.2415234,98.25453344,45,42.00882603,0,0,NA,98.25453344,45,42.00882603,106.2753117,160,12.83324518,2015-16,E06000022,Bath and North East Somerset,0.0034
24288.36877,37720,643.915747,23542.63341,37437,628.879946,11325.28824,20636,548.7562815,12963.08053,17084,758.7529386,0,0,NA,12963.08053,17084,758.7529386,4981.996619,540,178.1086496,98.89318791,45,40.46547791,1453.124394,95,288.1020933,98.89318791,45,42.2818834,0,0,NA,98.89318791,45,42.2818834,106.9661012,160,12.91666128,2016-17,E06000022,Bath and North East Somerset,0.0065
24506.96409,37720,649.7109887,23754.51711,37437,634.5398655,11427.21584,20636,553.695088,13079.74825,17084,765.5817151,0,0,NA,13079.74825,17084,765.5817151,5026.834589,540,179.7116275,99.7832266,45,40.82966721,1466.202513,95,290.6950122,99.7832266,45,42.66242035,0,0,NA,99.7832266,45,42.66242035,107.9287961,160,13.03291123,2017-18,E06000022,Bath and North East Somerset,0.009
24774.09,37720,656.7928385,24013.44134,37437,641.45635,11551.77249,20636,559.7303645,13222.31751,17084,773.9265558,0,0,NA,13222.31751,17084,773.9265558,5081.627086,540,181.6704842,100.8708638,45,41.27471058,1482.184121,95,293.8635878,100.8708638,45,43.12744073,0,0,NA,100.8708638,45,43.12744073,109.10522,160,13.17496996,2018-19,E06000022,Bath and North East Somerset,0.0109
25078.81131,37720,664.8713904,24308.80667,37437,649.3462631,11693.85929,20636,566.6150479,13384.95202,17084,783.4458524,0,0,NA,13384.95202,17084,783.4458524,5144.131099,540,183.9050312,102.1115754,45,41.78238952,1500.414985,95,297.4781099,102.1115754,45,43.65790825,0,0,NA,102.1115754,45,43.65790825,110.4472142,160,13.33702209,2019-20,E06000022,Bath and North East Somerset,0.0123
25414.86738,37720,673.780667,24634.54468,37437,658.047503,11850.55701,20636,574.2076896,13564.31037,17084,793.9440268,0,0,NA,13564.31037,17084,793.9440268,5213.062456,540,186.3693586,103.4798705,45,42.34227354,1520.520546,95,301.4643166,103.4798705,45,44.24292423,0,0,NA,103.4798705,45,44.24292423,111.9272069,160,13.51573819,2020-21,E06000022,Bath and North East Somerset,0.0134
25778.29998,37720,683.4157306,24986.81867,37437,667.4575823,12020.01997,20636,582.4188595,13758.28001,17084,805.2974264,0,0,NA,13758.28001,17084,805.2974264,5287.609249,540,189.0344404,104.9596327,45,42.94776805,1542.26399,95,305.7752563,104.9596327,45,44.87559804,0,0,NA,104.9596327,45,44.87559804,113.5277659,160,13.70901324,2021-22,E06000022,Bath and North East Somerset,0.0143
26162.39665,37720,693.5986249,25359.12227,37437,677.4027003,12199.11827,20636,591.0969006,13963.27838,17084,817.2963581,0,0,NA,13963.27838,17084,817.2963581,5366.394627,540,191.8510536,106.5235312,45,43.5876898,1565.243723,95,310.3313077,106.5235312,45,45.54424445,0,0,NA,106.5235312,45,45.54424445,115.2193296,160,13.91327754,2022-23,E06000022,Bath and North East Somerset,0.0149
26565.29756,37720,704.2800438,25749.65275,37437,687.8347019,12386.98469,20636,600.1997928,14178.31287,17084,829.882722,0,0,NA,14178.31287,17084,829.882722,5449.037104,540,194.8055598,108.1639936,45,44.25894022,1589.348477,95,315.1104098,108.1639936,45,46.24562582,0,0,NA,108.1639936,45,46.24562582,116.9937073,160,14.12754202,2023-24,E06000022,Bath and North East Somerset,0.0154
26985.02926,37720,715.4076685,26156.49727,37437,698.7024902,12582.69905,20636,609.6829496,14402.33021,17084,842.994869,0,0,NA,14402.33021,17084,842.994869,5535.13189,540,197.8834877,109.8729847,45,44.95823148,1614.460183,95,320.0891543,109.8729847,45,46.97630671,0,0,NA,109.8729847,45,46.97630671,118.8422079,160,14.35075718,2024-25,E06000022,Bath and North East Somerset,0.0158
27419.48823,37720,726.9257319,26577.61687,37437,709.9516003,12785.2805,20636,619.498845,14634.20773,17084,856.5670864,0,0,NA,14634.20773,17084,856.5670864,5624.247514,540,201.0694118,111.6419397,45,45.682059,1640.452992,95,325.2425897,111.6419397,45,47.73262524,0,0,NA,111.6419397,45,47.73262524,120.7555674,160,14.58180437,2025-26,E06000022,Bath and North East Somerset,0.0161
27869.16784,37720,738.8473139,27013.48979,37437,721.5948065,12994.9591,20636,629.6586261,14874.20874,17084,870.6147866,0,0,NA,14874.20874,17084,870.6147866,5716.485173,540,204.3669502,113.4728675,45,46.43124477,1667.356421,95,330.5765681,113.4728675,45,48.5154403,0,0,NA,113.4728675,45,48.5154403,122.7359587,160,14.82094596,2026-27,E06000022,Bath and North East Somerset,0.0164
28329.00911,37720,751.0382946,27459.21237,37437,733.5011208,13209.37593,20636,640.0479934,15119.63318,17084,884.9799306,0,0,NA,15119.63318,17084,884.9799306,5810.807178,540,207.7390049,115.3451698,45,47.19736031,1694.867802,95,336.0310815,115.3451698,45,49.31594506,0,0,NA,115.3451698,45,49.31594506,124.7611021,160,15.06549157,2027-28,E06000022,Bath and North East Somerset,0.0165
28802.10356,37720,763.5806341,27917.78122,37437,745.7505895,13429.97251,20636,650.7367949,15372.13105,17084,899.7590954,0,0,NA,15372.13105,17084,899.7590954,5907.847658,540,211.2082462,117.2714342,45,47.98555623,1723.172094,95,341.6428006,117.2714342,45,50.13952134,0,0,NA,117.2714342,45,50.13952134,126.8446125,160,15.31708528,2028-29,E06000022,Bath and North East Somerset,0.0167
29285.9789,37720,776.4087888,28386.79994,37437,758.2791994,13655.59605,20636,661.6691731,15630.38286,17084,914.8750482,0,0,NA,15630.38286,17084,914.8750482,6007.099499,540,214.7565448,119.2415943,45,48.79171357,1752.121385,95,347.3823996,119.2415943,45,50.9818653,0,0,NA,119.2415943,45,50.9818653,128.975602,160,15.57441231,2029-30,E06000022,Bath and North East Somerset,0.0168
29777.98335,37720,789.4524564,28863.69818,37437,771.01829,13885.01006,20636,672.7852152,15892.97329,17084,930.2449491,0,0,NA,15892.97329,17084,930.2449491,6108.01877,540,218.3644547,121.244853,45,49.61141436,1781.557024,95,353.2184239,121.244853,45,51.83836064,0,0,NA,121.244853,45,51.83836064,131.1423921,160,15.83606244,2030-31,E06000022,Bath and North East Somerset,0.0168
30281.23127,37720,802.7942029,29351.49468,37437,784.0484991,14119.66673,20636,684.1552853,16161.56454,17084,945.9660887,0,0,NA,16161.56454,17084,945.9660887,6211.244288,540,222.054814,123.2938911,45,50.44984726,1811.665338,95,359.1878153,123.2938911,45,52.71442893,0,0,NA,123.2938911,45,52.71442893,133.3586985,160,16.10369189,2031-32,E06000022,Bath and North East Somerset,0.0169
30796.0122,37720,816.4417044,29850.47009,37437,797.3773236,14359.70106,20636,695.7859252,16436.31113,17084,962.0475122,0,0,NA,16436.31113,17084,962.0475122,6316.835441,540,225.8297458,125.3898872,45,51.30749467,1842.463649,95,365.2940082,125.3898872,45,53.61057423,0,0,NA,125.3898872,45,53.61057423,135.6257964,160,16.37745466,2032-33,E06000022,Bath and North East Somerset,0.017
31319.5444,37720,830.3212134,30357.92808,37437,810.9327381,14603.81598,20636,707.6142859,16715.72842,17084,978.4023199,0,0,NA,16715.72842,17084,978.4023199,6424.221643,540,229.6688515,127.5215153,45,52.17972208,1873.785531,95,371.5040063,127.5215153,45,54.52195399,0,0,NA,127.5215153,45,54.52195399,137.9314349,160,16.65587139,2033-34,E06000022,Bath and North East Somerset,0.017
31851.97666,37720,844.436674,30874.01286,37437,824.7185946,14852.08085,20636,719.6437288,16999.89581,17084,995.0351593,0,0,NA,16999.89581,17084,995.0351593,6533.433411,540,233.573222,129.6893811,45,53.06677735,1905.639885,95,377.8195744,129.6893811,45,55.44882721,0,0,NA,129.6893811,45,55.44882721,140.2762693,160,16.9390212,2034-35,E06000022,Bath and North East Somerset,0.017
32393.46026,37720,858.7920975,31398.87108,37437,838.7388107,15104.56623,20636,731.8776721,17288.89404,17084,1011.950757,0,0,NA,17288.89404,17084,1011.950757,6644.501779,540,237.5439668,131.8941005,45,53.96891257,1938.035763,95,384.2425072,131.8941005,45,56.39145727,0,0,NA,131.8941005,45,56.39145727,142.6609659,160,17.22698456,2035-36,E06000022,Bath and North East Somerset,0.017
32947.38843,37720,873.4774423,31935.79177,37437,853.0812444,15362.85431,20636,744.3927803,17584.53412,17084,1029.255115,0,0,NA,17584.53412,17084,1029.255115,6758.122759,540,241.6059686,134.1494897,45,54.89178097,1971.176174,95,390.813054,134.1494897,45,57.35575119,0,0,NA,134.1494897,45,57.35575119,145.1004684,160,17.521566,2036-37,E06000022,Bath and North East Somerset,0.0171
13578,29000,468.2,12121,29000,418,3048,5897,516.9,10530,23103,455.8,1103,2385,462.5,9427,20718,455,3905,505,148.1,2153,235,175.4,1134,105,209.7,1180,215,106,889,130,133.6,291,85,65.1,100,80,24.7,2011-12,E06000055,Bedford,1
14169,27457,516,13621,27457,496.1,3031,5518,549.3,11138,21939,507.7,1123,2262,496.5,10015,19677,509,4716,540,168.3,1804,195,176.1,1009,90,218,1804,235,148.3,1492,130,217.4,312,100,58.8,85,75,21.8,2012-13,E06000055,Bedford,1
14650,26874,545.1,13068,26874,486.3,2972,5455,544.8,11678,21419,545.2,1169,2382,490.8,10509,19037,552,5438,565,185.1,1615,190,163.5,1063,80,252.4,1615,275,113.3,1293,185,135.9,322,90,68,73,70,20.1,2013-14,E06000055,Bedford,1
14638.28,26874,544.66392,13057.5456,26874,485.91096,2969.6224,5455,544.36416,11668.6576,21419,544.76384,1168.0648,2382,490.40736,10500.5928,19037,551.5584,5433.6496,565,184.95192,1613.708,190,163.3692,1062.1496,80,252.19808,1613.708,275,113.20936,1291.9656,185,135.79128,321.7424,90,67.9456,72.9416,70,20.08392,2014-15,E06000055,Bedford,-0.0008
14688.05015,26874,546.5157773,13101.94126,26874,487.5630573,2979.719116,5455,546.2149981,11708.33104,21419,546.6160371,1172.03622,2382,492.074745,10536.29482,19037,553.4336986,5452.124009,565,185.5807565,1619.194607,190,163.9246553,1065.760909,80,253.0555535,1619.194607,275,113.5942718,1296.358283,185,136.2529704,322.8363242,90,68.17661504,73.18960144,70,20.15220533,2015-16,E06000055,Bedford,0.0034
14783.52248,26874,550.0681299,13187.10387,26874,490.7322171,2999.08729,5455,549.7653956,11784.43519,21419,550.1690413,1179.654456,2382,495.2732309,10604.78073,19037,557.0310176,5487.562815,565,186.7870314,1629.719372,190,164.9901655,1072.688355,80,254.7004146,1629.719372,275,114.3326346,1304.784612,185,137.1386147,324.9347603,90,68.61976304,73.66533385,70,20.28319466,2016-17,E06000055,Bedford,0.0065
14916.57418,26874,555.018743,13305.78781,26874,495.1488071,3026.079076,5455,554.7132842,11890.4951,21419,555.1205627,1190.271346,2382,499.7306899,10700.22376,19037,562.0442968,5536.95088,565,188.4681147,1644.386846,190,166.475077,1082.34255,80,256.9927183,1644.386846,275,115.3616283,1316.527673,185,138.3728622,327.8591731,90,69.23734091,74.32832185,70,20.46574341,2017-18,E06000055,Bedford,0.009
15079.16484,26874,561.0684473,13450.8209,26874,500.5459291,3059.063338,5455,560.759659,12020.1015,21419,561.1713768,1203.245304,2382,505.1777545,10816.8562,19037,568.1705796,5597.303645,565,190.5224172,1662.310663,190,168.2896554,1094.140084,80,259.7939389,1662.310663,275,116.6190701,1330.877825,185,139.8811264,331.4328381,90,69.99202792,75.13850056,70,20.68882002,2018-19,E06000055,Bedford,0.0109
15264.63857,26874,567.9695893,13616.26599,26874,506.702644,3096.689817,5455,567.6570028,12167.94875,21419,568.0737847,1218.045221,2382,511.3914408,10949.90353,19037,575.1590777,5666.150479,565,192.8658429,1682.757084,190,170.3596181,1107.598007,80,262.9894044,1682.757084,275,118.0534846,1347.247622,185,141.6016642,335.509462,90,70.85292986,76.06270412,70,20.9432925,2019-20,E06000055,Bedford,0.0123
15469.18472,26874,575.5803817,13798.72396,26874,513.4924594,3138.185461,5455,575.2636066,12330.99926,21419,575.6859735,1234.367027,2382,518.2440862,11096.63224,19037,582.8662094,5742.076896,565,195.4502452,1705.306029,190,172.642437,1122.43982,80,266.5134624,1705.306029,275,119.6354013,1365.30074,185,143.4991265,340.0052888,90,71.80235912,77.08194435,70,21.22393262,2020-21,E06000055,Bedford,0.0134
15690.39406,26874,583.8111812,13996.04571,26874,520.8354016,3183.061513,5455,583.4898762,12507.33255,21419,583.9182829,1252.018475,2382,525.6549766,11255.31408,19037,591.2011962,5824.188595,565,198.2451837,1729.691905,190,175.1112239,1138.490709,80,270.3246049,1729.691905,275,121.3461875,1384.824541,185,145.5511641,344.8673644,90,72.82913286,78.18421616,70,21.52743486,2021-22,E06000055,Bedford,0.0143
15924.18094,26874,592.5099678,14204.58679,26874,528.5958491,3230.489129,5455,592.1838754,12693.69181,21419,592.6186653,1270.67355,2382,533.4872357,11423.01826,19037,600.010094,5910.969006,565,201.1990369,1755.464315,190,177.7203811,1155.454221,80,274.3524415,1755.464315,275,123.1542457,1405.458427,185,147.7198764,350.0058882,90,73.91428694,79.34916098,70,21.84819364,2022-23,E06000055,Bedford,0.0149
16169.41332,26874,601.6346213,14423.33743,26874,536.7362252,3280.238662,5455,601.303507,12889.17466,21419,601.7449927,1290.241923,2382,541.7029392,11598.93274,19037,609.2502494,6001.997928,565,204.2975021,1782.498465,190,180.457275,1173.248216,80,278.5774691,1782.498465,275,125.0508211,1427.102486,185,149.9947625,355.3959788,90,75.05256696,80.57113806,70,22.18465582,2023-24,E06000055,Bedford,0.0154
16424.89005,26874,611.1404483,14651.22616,26874,545.2166575,3332.066433,5455,610.8041025,13092.82362,21419,611.2525636,1310.627746,2382,550.2618456,11782.19588,19037,618.8764034,6096.829496,565,207.5254027,1810.661941,190,183.3084999,1191.785538,80,282.9789931,1810.661941,275,127.0266241,1449.650706,185,152.3646797,361.0112353,90,76.23839752,81.84416204,70,22.53517338,2024-25,E06000055,Bedford,0.0158
16689.33078,26874,620.9798095,14887.1109,26874,553.9946457,3385.712702,5455,620.6380485,13303.61808,21419,621.0937299,1331.728852,2382,559.1210613,11971.88923,19037,628.8403135,6194.98845,565,210.8665616,1839.813598,190,186.2597668,1210.973285,80,287.5349549,1839.813598,275,129.0717527,1472.990082,185,154.8177511,366.8235162,90,77.46583572,83.16185305,70,22.89798968,2025-26,E06000055,Bedford,0.0161
16963.03581,26874,631.1638784,15131.25952,26874,563.0801579,3441.238391,5455,630.8165125,13521.79742,21419,631.2796671,1353.569205,2382,568.2906467,12168.22821,19037,639.1532946,6296.586261,565,214.3247732,1869.986541,190,189.3144269,1230.833247,80,292.2505282,1869.986541,275,131.1885295,1497.147119,185,157.3567622,372.8394219,90,78.73627542,84.52570744,70,23.27351671,2026-27,E06000055,Bedford,0.0164
